Date,Title,URL,Authors,Sponsors,Class
2014-01-24T12:46+0000,ODI Leeds News - January 2014,https://odileeds.org/blog/2014-01-24-leeds-node-news-january-2014,pconnell:Paul Connell,,c12-bg
2014-03-18T10:40+0000,We Have a New Home!,https://odileeds.org/blog/2014-03-18-we-have-a-new-home,pconnell:Paul Connell,,c12-bg
2014-07-17T13:38+0000,ODI Leeds News - Summer 2014,https://odileeds.org/blog/2014-07-17-odi-leeds-news-summer-2014-update,pconnell:Paul Connell,,c12-bg
2015-01-20T16:35+0000,Membership Update,https://odileeds.org/blog/2015-01-20-membership-update,pconnell:Paul Connell,,c12-bg
2015-02-02T14:40+0000,ODI Leeds Challenge Team,https://odileeds.org/blog/2015-02-02-odi-leeds-challenge-team,pconnell:Paul Connell;tforth:Thomas Forth,,c12-bg
2015-03-02T13:50+0000,"ODI Leeds Annual Report, 2014/15",https://odileeds.org/blog/2015-03-02-odi-leeds-annual-report-201415,pconnell:Paul Connell,,c12-bg
2015-04-02T15:44+0000,What are ODI Nodes? Creating a global network,https://odileeds.org/blog/2015-04-02-what-are-odi-nodes-creating-a-global-network,pconnell:Paul Connell,,c12-bg
2015-06-12T13:41+0000,Leeds GovJam 2015,https://odileeds.org/blog/2015-06-12-leeds-gov-jam-2015,:Liam Bolton,,c14-bg
2015-07-01T11:55+0000,"Review and Priority Session - Summer 2015, Part 1",https://odileeds.org/blog/2015-07-01-review-and-priority-session-summer-2015-part-1,pconnell:Paul Connell,,c12-bg
2015-07-16T11:04+0000,Blog - Data Diving with Yorkshire Water! #waterdata15,https://odileeds.org/blog/2015-07-16-blog-data-diving-with-yorkshire-water-waterdata15,:Liam Bolton,,c14-bg
2015-07-17T14:59+0000,"Blog - Nine Teams, Six Themes #waterdata15",https://odileeds.org/blog/2015-07-17-nine-teams-six-themes,tforth:Thomas Forth,,c13-bg
2015-09-28T11:14+0000,Open Day @ODILeeds &#038; Office Hours With ODI HQ,https://odileeds.org/blog/2015-09-28-open-day-odileeds-office-hours-with-odi-hq,pconnell:Paul Connell,,c12-bg
2015-09-30T15:11+0000,September @ ODI Leeds,https://odileeds.org/blog/2015-09-30-september-odi-leeds,pconnell:Paul Connell,,c12-bg
2015-10-02T15:34+0000,Offer to 3rd sector organisations; co-working space on Mondays,https://odileeds.org/blog/2015-10-02-offer-to-third-sector-organisations-use-our-co-working-space,pconnell:Paul Connell,,c12-bg
2015-10-23T15:01+0000,ODI Leeds Open Day &#038; Office Hours with ODI HQ,https://odileeds.org/blog/2015-10-23-odi-leeds-open-day-office-hours-with-odi-hq,pconnell:Paul Connell,,c12-bg
2015-12-08T15:42+0000,ODI Leeds works with DataCity on IoT UK Boost,https://odileeds.org/blog/2015-12-08-279,pconnell:Paul Connell,,c12-bg
2016-01-07T12:54+0000,ODI Leeds &#038; ODI HQ 2015 &#038; 2016,https://odileeds.org/blog/2016-01-07-odi-leeds-odi-hq-2015-2016,pconnell:Paul Connell,,c12-bg
2016-01-19T12:40+0000,#FloodHack16,https://odileeds.org/blog/2016-01-19-floodhack16,pconnell:Paul Connell,,c12-bg
2016-03-23T17:02+0000,Smart Cities Training @ODILeeds,https://odileeds.org/blog/2016-03-23-smart-cities-training-odileeds,pconnell:Paul Connell,,c12-bg
2016-03-24T18:02+0000,#FloodHack16 - where next?,https://odileeds.org/blog/2016-03-24-floodhack16-where-next,tforth:Thomas Forth;pconnell:Paul Connell,,c12-bg
2016-05-06T14:45+0000,ODI Leeds and Friends Showcase - April 2016,https://odileeds.org/blog/2016-05-06-odi-leeds-and-friends-showcase-april-2016,aevans:Amy Evans,,c11-bg
2016-06-08T11:30+0000,ODI Leeds Dashboard,https://odileeds.org/blog/2016-06-08-odi-leeds-dashboard,slowe:Stuart Lowe,,c6-bg
2016-07-01T00:00+0000,#FloodHack16 Follow-up - keep going!,https://odileeds.org/blog/2016-07-01-blog-floodhack-followup,aevans:Amy Evans,,c11-bg
2016-07-06T00:00+0000,#HighwaysHack Open Meeting,https://odileeds.org/blog/2016-07-06-blog-highwayshack-first-meeting,aevans:Amy Evans,,c11-bg
2016-07-18T11:00+0000,New website,https://odileeds.org/blog/2016-07-18-new-website,slowe:Stuart Lowe;aevans:Amy Evans,,c8-bg
2016-07-28T18:15+0000,Realising The Commons,https://odileeds.org/blog/2016-07-28-urban-commons,:Graeme Tiffany,,c14-bg
2016-08-01T09:00+0000,Hello Data Mill North!,https://odileeds.org/blog/2016-08-01-datamillnorth,:Stephen Blackburn,,c1-bg
2016-08-11T12:30+0000,Open allotments,https://odileeds.org/blog/2016-08-11-allotments,slowe:Stuart Lowe,,c6-bg
2016-08-22T10:30+0000,TravelSpirit and ODI Leeds team up for smart cities and mobility as a service,https://odileeds.org/blog/2016-08-22-travel-spirit,aevans:Amy Evans,,c11-bg
2016-08-26T10:00+0000,Open Smart Cities and Places - Hebden Bridge,https://odileeds.org/blog/2016-08-26-open-smart-cities-tom,tforth:Thomas Forth,,c13-bg
2016-09-13T12:55+0000,Inspired Spaces North 2016,https://odileeds.org/blog/2016-09-13-inspired-spaces,kconnell:Kathryn Connell,,c14-bg
2016-09-15T12:00+0000,#HighwaysHack - Challenges revealed,https://odileeds.org/blog/2016-09-15-highwayshack-challenges,aevans:Amy Evans,,c11-bg
2016-09-27T16:00+0000,#OpenSmartCities - roundup,https://odileeds.org/blog/2016-09-27-open-smart-cities-roundup,aevans:Amy Evans,,c11-bg
2016-10-07T16:00+0000,#HighwaysHack - Data sets,https://odileeds.org/blog/2016-10-07-highwayshack-datasets,slowe:Stuart Lowe,,c6-bg
2016-11-11T15:00+0000,Innovation &amp; Advisory Consultant November 2016,https://odileeds.org/blog/2016-11-11-innovation,pconnell:Paul Connell,,c12-bg
2016-12-15T15:00+0000,Defra Data Unconference,https://odileeds.org/blog/2016-12-15-defra-data-unconference,tforth:Thomas Forth,,c13-bg
2016-12-17T19:00+0000,Leeds Bins,https://odileeds.org/blog/2016-12-17-leeds-bins-infrastructure,tforth:Thomas Forth,,c13-bg
2016-12-19T19:00+0000,Innovating with Defra Data,https://odileeds.org/blog/2016-12-19-open-defra-innovation,aevans:Amy Evans,,c11-bg
2016-12-20T15:00+0000,Business Development Manager for the ODI: London/Leeds,https://odileeds.org/blog/2016-12-20-business-development-manager,aevans:Amy Evans,,c11-bg
2017-01-04T11:25+0000,Fun with open data,https://odileeds.org/blog/2017-01-04-advent,slowe:Stuart Lowe;aevans:Amy Evans,,c8-bg
2017-01-05T16:00+0000,January - Founder's Update,https://odileeds.org/blog/2017-01-05-paul-founders-update,pconnell:Paul Connell,,c12-bg
2017-01-20T16:00+0000,Odi-1 - creating a helpful robot,https://odileeds.org/blog/2017-01-20-creating-a-robot,aevans:Amy Evans;slowe:Stuart Lowe,,c8-bg
2017-01-23T15:00+0000,Leeds Service Jam,https://odileeds.org/blog/2017-01-23-leeds-service-jam,aevans:Amy Evans,,c11-bg
2017-02-08T16:00+0000,#AirHack Challenges,https://odileeds.org/blog/2017-02-08-airhack-challenges,aevans:Amy Evans,,c11-bg
2017-02-17T16:32+0000,Bradford flood network,https://odileeds.org/blog/2017-02-17-bradford-flood-network,slowe:Stuart Lowe,,c6-bg
2017-02-28T13:00+0000,#AirHack Day 1,https://odileeds.org/blog/2017-02-28-airhack-day1,aevans:Amy Evans,,c11-bg
2017-02-28T15:55+0000,Things coverage map,https://odileeds.org/blog/2017-02-28-things-coverage-map,slowe:Stuart Lowe,,c6-bg
2017-03-01T16:00+0000,#AirHack Day 2 and Outcomes,https://odileeds.org/blog/2017-03-01-airhack-day2,aevans:Amy Evans,,c11-bg
2017-03-27T11:00+0100,Visualising the IoTUK Nation Database,https://odileeds.org/blog/2017-03-27-iotuk-nation-database,slowe:Stuart Lowe,,c6-bg
2017-04-12T18:00+0100,Garth mapping,https://odileeds.org/blog/2017-04-12-garth-map,slowe:Stuart Lowe,,c6-bg
2017-04-19T14:00+0000,PDFs and Data,https://odileeds.org/blog/2017-04-19-Open-Data-and-PDFs,tforth:Thomas Forth,,c13-bg
2017-05-03T16:00+0000,ODI Leeds Showcase 2017,https://odileeds.org/blog/2017-05-03-showcase-2017,aevans:Amy Evans,,c11-bg
2017-05-08T13:00+0000,ODI Leeds at Leeds Digital Festival 2017,https://odileeds.org/blog/2017-05-08-ldf-17,aevans:Amy Evans,,c11-bg
2017-05-08T19:00+0000,Election hex mapping,https://odileeds.org/blog/2017-05-08-mapping-election-with-hexes,slowe:Stuart Lowe,,c6-bg
2017-05-10T14:30+0000,#TravelHack - creating a better transport system across the North,https://odileeds.org/blog/2017-05-10-travelhack-create-a-new-transport-system,aevans:Amy Evans,,c11-bg
2017-05-16T00:00+0000,Progress with PDFs and Data,https://odileeds.org/blog/2017-05-17-PDF-Progress,tforth:Thomas Forth,,c13-bg
2017-05-18T16:30+0000,Conservative Manifesto,https://odileeds.org/blog/2017-05-18-Conservative-Manifesto,tforth:Thomas Forth,,c13-bg
2017-05-31T17:30+0000,Visualising light,https://odileeds.org/blog/2017-05-31-visualising-light,slowe:Stuart Lowe,,c6-bg
2017-06-05T16:35+0000,Data sudoku,https://odileeds.org/blog/2017-06-05-data-sudoku,slowe:Stuart Lowe,,c6-bg
2017-06-06T11:30+0000,Innovation with Energy Data - project associate,https://odileeds.org/blog/2017-06-06-innovation-with-energy-data-position,aevans:Amy Evans,,c11-bg
2017-06-08T16:30+0000,Carbon Emissions in Leeds,https://odileeds.org/blog/2017-06-08-carbon-emissions-in-leeds,aevans:Amy Evans,,c11-bg
2017-06-09T13:33+0000,2017 General Election hex map,https://odileeds.org/blog/2017-06-09-election-hex-map,slowe:Stuart Lowe,,c6-bg
2017-06-13T12:00+0100,Data and travel,https://odileeds.org/blog/2017-06-13-data-and-travel,tforth:Thomas Forth;slowe:Stuart Lowe,,c9-bg
2017-06-13T16:00+0000,Mapping the economic structures of the UK,https://odileeds.org/blog/2017-06-13-mapping-economic-structures,:Peter Laflin,,c2-bg
2017-06-27T14:30+0000,#TravelHack part 1 - creating a data strategy for a new transport system,https://odileeds.org/blog/2017-06-27-travelhack-part-1,aevans:Amy Evans,,c11-bg
2017-06-28T14:30+0000,#TravelHack part 2 - creating a data strategy for a new transport system,https://odileeds.org/blog/2017-06-28-travelhack-part-2,aevans:Amy Evans,,c11-bg
2017-07-03T14:00+0000,ODI Leeds Digest - June,https://odileeds.org/blog/2017-07-03-june-in-a-nutshell,aevans:Amy Evans,,c11-bg
2017-07-20T13:00+0000,#TravelHack - what happens next?,https://odileeds.org/blog/2017-07-20-travelhack-what-happens-next,pconnell:Paul Connell,,c12-bg
2017-07-13T00:00+0000,The Internet of Bats,https://odileeds.org/blog/2017-07-24-internet-of-bats,tforth:Thomas Forth,,c13-bg
2017-07-31T15:00+0000,Highways England Innovation Workshop - the outcomes,https://odileeds.org/blog/2017-07-31-HE-innovation-outcomes,pconnell:Paul Connell:Teresa Jolley,,c14-bg
2017-07-31T15:00+0000,"Highways England Innovation Workshop, a summary",https://odileeds.org/blog/2017-07-31-HE-innovation-workshop,pconnell:Paul Connell:Teresa Jolley,,c14-bg
2017-07-31T11:30+0000,Solar Solutions; leaving a legacy in Leeds,https://odileeds.org/blog/2017-07-31-smartklub-solar-solutions,dphillips:Dougie Phillips,,c10-bg
2017-08-01T15:00+0000,ODI Leeds Digest - July,https://odileeds.org/blog/2017-08-01-july-in-a-nutshell,aevans:Amy Evans,,c11-bg
2017-08-11T14:30+0000,"In the summertime, when the weather is...oh",https://odileeds.org/blog/2017-08-11-in-the-summertime,aevans:Amy Evans,,c11-bg
2017-09-05T13:30+0000,#TravelHack - Fare Enough,https://odileeds.org/blog/2017-09-05-travelhack2-fare-enough,aevans:Amy Evans,,c11-bg
2017-09-08T11:30+0000,Sparking energy data into life,https://odileeds.org/blog/2017-09-08-sparking-energy-data,dphillips:Dougie Phillips,,c10-bg
2017-09-15T16:30+0000,Failing to plan is planning to fail,https://odileeds.org/blog/2017-09-15-failing-to-plan,dphillips:Dougie Phillips,,c10-bg
2017-09-18T17:30+0000,ODI Leeds Digest - August,https://odileeds.org/blog/2017-09-18-aug-in-a-nutshell,aevans:Amy Evans,,c11-bg
2017-09-28T17:00+0000,The fun of energy funding,https://odileeds.org/blog/2017-09-28-the-fun-of-energy-funding,dphillips:Dougie Phillips,,c10-bg
2017-10-03T13:00+0000,ODI Leeds Digest - September,https://odileeds.org/blog/2017-10-03-september-in-a-nutshell,aevans:Amy Evans,,c11-bg
2017-10-12T17:00+0000,#TravelHack2 - That's the ticket to fare'er data,https://odileeds.org/blog/2017-10-12-thats-the-ticket,dphillips:Dougie Phillips,,c10-bg
2017-10-16T11:00+0000,#TravelHack2 - More than just a Fare'y Tale,https://odileeds.org/blog/2017-10-16-a-farey-tale,dphillips:Dougie Phillips,,c10-bg
2017-10-17T09:00+0000,Best Practices for PDF and Data,https://odileeds.org/blog/2017-10-17-PDFs-and-Data,tforth:Thomas Forth,,c13-bg
2017-10-17T00:01+0000,House prices by ward,https://odileeds.org/blog/2017-10-17-housepricebyward,tforth:Thomas Forth,,c13-bg
2017-10-24T11:00+0000,Energy Data - It's good to talk,https://odileeds.org/blog/2017-10-24-its-good-to-talk,dphillips:Dougie Phillips,,c10-bg
2017-10-31T14:00+0000,All Aboard the Data Bus,https://odileeds.org/blog/2017-10-31-all-aboard-the-data-bus,aevans:Amy Evans,,c11-bg
2017-11-10T16:00+0000,ODI Leeds Digest - October,https://odileeds.org/blog/2017-11-10-october-in-a-nutshell,aevans:Amy Evans,,c11-bg
2017-11-20T16:00+0000,Energy Funding: Benefiting from benefit data?,https://odileeds.org/blog/2017-11-20-benefiting-from-benefit-data,dphillips:Dougie Phillips,,c10-bg
2017-11-29T13:10+0000,Bus usage in West Yorkshire,https://odileeds.org/blog/2017-11-29-encts,slowe:Stuart Lowe,,c6-bg
2017-12-15T17:45+0000,Energy Data - let Leeds light the way,https://odileeds.org/blog/2017-12-15-let-leeds-light-the-way,dphillips:Dougie Phillips,,c10-bg
2018-01-05T15:30+0000,Brownfield land registers,https://odileeds.org/blog/2018-01-05-brownfield-land-registers,slowe:Stuart Lowe,,c6-bg
2018-01-05T13:00+0000,New and improved ODI Leeds is open!,https://odileeds.org/blog/2018-01-05-new-and-improved-open,kconnell:Kathryn Connell,,c14-bg
2018-01-22T10:15+0000,Open innovation with Ofcom data,https://odileeds.org/blog/2018-01-22-ofcom-innovation-with-data,aevans:Amy Evans,,c11-bg
2018-01-26T16:18+0000,West Yorkshire GeoJSON,https://odileeds.org/blog/2018-01-26-west-yorkshire-geojson,slowe:Stuart Lowe,,c6-bg
2018-02-02T12:00+0000,The launch of ODI Leeds: Transport,https://odileeds.org/blog/2018-02-02-launching-odileeds-transport,nmcclure:Neil McClure,,c1-bg
2018-02-06T12:15+0000,ODI Leeds Digest - Winter,https://odileeds.org/blog/2018-02-06-odileeds-winter-digest,aevans:Amy Evans,,c11-bg
2018-02-15T09:30+0000,Council spending data,https://odileeds.org/blog/2018-02-15-council-spending-data,slowe:Stuart Lowe,,c6-bg
2018-02-15T16:45+0000,Working with Yorkshire Water to become open by default,https://odileeds.org/blog/2018-02-15-yorkshire-water-open-by-default,aevans:Amy Evans,,c11-bg
2018-02-16T14:45+0000,Two weeks of data delights for LDF2018,https://odileeds.org/blog/2018-02-16-data-events-ldf-2018,aevans:Amy Evans,,c11-bg
2018-02-28T17:00+0000,Innovating with Ofcom data - themes and challenges,https://odileeds.org/blog/2018-02-28-ofcom-data-challenges,aevans:Amy Evans,,c11-bg
2018-03-07T13:00+0000,The tea totaller,https://odileeds.org/blog/2018-03-07-tea-total,slowe:Stuart Lowe,,c6-bg
2018-03-08T15:30+0000,Ofcom - driven by consumers,https://odileeds.org/blog/2018-03-08-ofcom-driven-by-consumers,aevans:Amy Evans,,c11-bg
2018-03-10T14:00+0000,Building the TRUE tool,https://odileeds.org/blog/2018-03-10-The-TRUE-tool,tforth:Thomas Forth,,c13-bg
2018-03-19T13:45+0000,Vacancy - Innovation Consultant,https://odileeds.org/blog/2018-03-19-innovation-consultant,pconnell:Paul Connell,,c12-bg
2018-03-21T13:15+0000,Visualising petition data,https://odileeds.org/blog/2018-03-21-petitions,slowe:Stuart Lowe,,c6-bg
2018-03-27T17:15+0000,A Digital Strategy for a City Region,https://odileeds.org/blog/2018-03-27-a-digital-strategy-for-a-city-region,pconnell:Paul Connell,,c12-bg
2018-03-28T14:30:00+0000,New Institutions,https://odileeds.org/blog/2018-03-28-new-institutions,pconnell:Paul Connell,,c12-bg
2018-04-04T13:15+0000,March in a nutshell (with a sprinkling of February),https://odileeds.org/blog/2018-04-04-march-with-feb-sprinkles,aevans:Amy Evans,,c11-bg
2018-04-05T16:30+0000,The Future of Transport in the North is Exciting,https://odileeds.org/blog/2018-04-05-the-future-of-transport-is-exciting,nmcclure:Neil McClure,,c1-bg
2018-04-09T15:30+0000,Learning from experience with NHS data,https://odileeds.org/blog/2018-04-09-learning-from-experience,aevans:Amy Evans,,c11-bg
2018-04-11T14:45+0000,Showcase 2018 Running Order,https://odileeds.org/blog/2018-04-11-showcase-2018-running-order,aevans:Amy Evans,,c11-bg
2018-04-14T16:45+0000,Leeds local elections 2018,https://odileeds.org/blog/2018-04-14-local-elections,slowe:Stuart Lowe,,c6-bg
2018-04-17T16:15+0000,#RadicallyOpen with NHS Digital,https://odileeds.org/blog/2018-04-17-radically-open-nhs-digital,aevans:Amy Evans,,c11-bg
2018-04-18T17:15+0000,The IoT Showcase running order,https://odileeds.org/blog/2018-04-18-iot-running-order,aevans:Amy Evans,,c11-bg
2018-04-19T11:15+0000,The Future of Transport in the North - running order revealed,https://odileeds.org/blog/2018-04-19-transport-running-order,nmcclure:Neil McClure,,c1-bg
2018-05-16T21:45+0000,The ONS and us,https://odileeds.org/blog/2018-05-16-the-ons,tforth:Thomas Forth,,c13-bg
2018-05-17T14:30+0000,#WaterData18 Themes,https://odileeds.org/blog/2018-05-17-waterdata-themes,aevans:Amy Evans,,c11-bg
2018-05-21T17:15+0000,Open innovation in action with FSA,https://odileeds.org/blog/2018-05-21-helping-fsa-improve-procedures,nmcclure:Neil McClure,,c1-bg
2018-05-25T16:20+0100,Why open data can save the East Coast Rail franchise,https://odileeds.org/blog/2018-05-25-why-open-data-can-save-the-east-coast-rail-franchise,nmcclure:Neil McClure;tforth:Thomas Forth,,c7-bg
2018-05-30T16:00+0000,#WaterData18 - part 1,https://odileeds.org/blog/2018-05-30-waterdata-part-1,aevans:Amy Evans,,c11-bg
2018-05-30T16:15+0000,#WaterData18 - part 2,https://odileeds.org/blog/2018-05-30-waterdata-part-2,aevans:Amy Evans,,c11-bg
2018-05-31T15:45+0000,New sponsor - Transport for the North,https://odileeds.org/blog/2018-05-31-new-sponsor-transport-for-the-north,nmcclure:Neil McClure,,c1-bg
2018-06-04T14:54+0000,Insignificant figures,https://odileeds.org/blog/2018-06-04-insignificant-figures,slowe:Stuart Lowe,,c6-bg
2018-06-07T17:00+0000,"Bioresources, Market Transparency, and The Future",https://odileeds.org/blog/2018-06-07-bioresources-market-transparency-the-future,:Duncan Macintyre,,c2-bg
2018-06-08T10:06+0000,Common Ground,https://odileeds.org/blog/2018-06-08-common-ground,:Paul Chatterton:Paul Routledge,,c28-bg
2018-06-08T12:57+0000,Data Mapper,https://odileeds.org/blog/2018-06-08-data-mapper,slowe:Stuart Lowe,,c6-bg
2018-06-08T10:41+0000,One year on from Tech Hub,https://odileeds.org/blog/2018-06-08-one-year-on-from-tech-hub,aevans:Amy Evans,,c11-bg
2018-06-15T09:17+0000,Announcing All Aboard 2,https://odileeds.org/blog/2018-06-15-announcing-all-aboard-2,nmcclure:Neil McClure,,c1-bg
2018-06-18T14:56+0000,Building digital tools for prospective students,https://odileeds.org/blog/2018-06-18-building-digital-tools-for-prospective-students,aevans:Amy Evans,,c11-bg
2018-06-18T12:52+0000,New sponsor - OpenDataSoft,https://odileeds.org/blog/2018-06-18-new-sponsor-opendatasoft,aevans:Amy Evans,,c11-bg
2018-06-27T11:16+0000,Vacancy - Events and Community Assistant,https://odileeds.org/blog/2018-06-27-vacancy-events-and-community-organiser,kconnell:Kathryn Connell,,c14-bg
2018-07-26T11:15+0000,The next IoT Showcase will be in September,https://odileeds.org/blog/2018-07-20-the-next-iot-showcase-will-be-in-september,aevans:Amy Evans,,c11-bg
2018-07-26T13:37+0000,CSV to GeoJSON,https://odileeds.org/blog/2018-07-26-csv-to-geojson,slowe:Stuart Lowe,,c6-bg
2018-08-06T12:58+0000,Painting a more complete picture for students,https://odileeds.org/blog/2018-08-06-painting-a-more-complete-picture-for-students,aevans:Amy Evans,,c11-bg
2018-08-10T10:53+0000,Charged up data: a case for open charge point usage data,https://odileeds.org/blog/2018-08-10-charged-up-data-a-case-for-open-charge-point-usage-data,:Bhavin Makwana,,c14-bg
2018-08-15T09:50+0000,Transforming bus service operators' grants with tech,https://odileeds.org/blog/2018-08-15-bsog,nmcclure:Neil McClure,,c1-bg
2018-08-21T12:01+0000,The buses don't match the data. The data don't match the buses.,https://odileeds.org/blog/2018-08-21-the-buses-dont-match-the-data-the-data-dont-match-the-buses-,nmcclure:Neil McClure,,c1-bg
2018-09-06T09:14+0000,Using open data to calculate bus route distances,https://odileeds.org/blog/2018-09-06-using-open-data-to-calculate-bus-route-distances,nmcclure:Neil McClure;dbillingsley:Daniel Billingsley,,c7-bg
2018-09-26T15:44+0000,Crime maps,https://odileeds.org/blog/2018-09-26-crime-maps,slowe:Stuart Lowe,,c6-bg
2018-09-27T13:14+0000,Real Journey Times Project,https://odileeds.org/blog/2018-09-27-real-journey-time,nmcclure:Neil McClure;tforth:Thomas Forth,,c7-bg
2018-09-28T16:07+0000,IoTUK Challenger North - Day 1,https://odileeds.org/blog/2018-09-28-iotuk-challenger-north-day-1,aevans:Amy Evans,,c11-bg
2018-09-28T16:10+0000,IoTUK Challenger North - Day 2,https://odileeds.org/blog/2018-09-28-iotuk-challenger-north-day-2,aevans:Amy Evans;msmickersgill:Maria Smickersgill,,c12-bg
2018-10-19T12:36+0000,Visit from the Secretary of State,https://odileeds.org/blog/2018-10-19-visit-from-the-secretary-of-state,slowe:Stuart Lowe;mridley:Molly Ridley,,c8-bg
2018-10-25T14:51+0000,Open Transport North launch,https://odileeds.org/blog/2018-10-25-launch-open-transport-north,aevans:Amy Evans;nmcclure:Neil McClure,,c6-bg
2018-10-30T11:56+0000,Data and Innovation for the North,https://odileeds.org/blog/2018-10-30-data-and-innovation-for-the-north,pconnell:Paul Connell,,c12-bg
2018-11-07T17:09+0000,Open Data Camp 6,https://odileeds.org/blog/2018-11-07-open-data-camp-6,slowe:Stuart Lowe,,c6-bg
2018-11-13T12:39+0000,Releasing Synthetic A&E Data,https://odileeds.org/blog/2018-11-13-releasing-synthetic-ae-data,tforth:Thomas Forth,,c13-bg
2018-11-28T17:24+0000,How are you using northern data?,https://odileeds.org/blog/2018-11-28-how-are-you-using-northern-data,slowe:Stuart Lowe,,c6-bg
2019-01-18T19:14+0000,Chairman of NHS Digital visits Leeds,https://odileeds.org/blog/2019-01-18-chairman-of-nhs-digital-visits-leeds,aevans:Amy Evans,1;13,c11-bg
2019-01-21T14:26+0000,Building on success for the year ahead,https://odileeds.org/blog/2019-01-21-building-on-success-for-the-year-ahead,aevans:Amy Evans;pconnell:Paul Connell,,c11-bg
2019-01-24T14:49+0000,Exploring methods for synthetic A&E data,https://odileeds.org/blog/2019-01-24-exploring-methods-for-creating-synthetic-a-e-data,:Jonathan Pearson,13,c2-bg
2019-02-01T16:12+0000,Anonymisation and re-identification,https://odileeds.org/blog/2019-02-01-anonimisation-and-re-identification,slowe:Stuart Lowe,13,c6-bg
2019-02-22T14:39+0000,Top marks for new student apps from DfE competition,https://odileeds.org/blog/2019-02-22-top-marks-for-new-student-apps-from-dfe-competition,aevans:Amy Evans,,c11-bg
2019-03-14T18:52+0000,Scores on the doors,https://odileeds.org/blog/2019-03-14-scores-on-the-doors,slowe:Stuart Lowe,1;3;6,c6-bg
2019-03-15T12:46+0000,The Northernlands Data and Startup Summit,https://odileeds.org/blog/2019-03-15-the-northernlands-data-and-startup-summit,aevans:Amy Evans,1;7,c11-bg
2019-03-20T16:01+0000,Home is where the data is,https://odileeds.org/blog/2019-03-20-home-is-where-the-data-is,aevans:Amy Evans,1,c11-bg
2019-04-02T12:35+0000,When visualisations go viral,https://odileeds.org/blog/2019-04-02-when-visualisations-go-viral,slowe:Stuart Lowe;aevans:Amy Evans,,c8-bg
2019-05-14T14:20+0000,The Northernlands - Provoke and Challenge session,https://odileeds.org/blog/2019-05-14-the-northernlands-provoke-and-challenge-session,aevans:Amy Evans,1;7,c11-bg
2019-05-15T14:30+0000,Northernlands - Explore session,https://odileeds.org/blog/2019-05-15-northernlands-explore-session,aevans:Amy Evans,1;7,c11-bg
2019-06-05T15:51+0000,Hack for Impact: Yorkshire - our next hackathon,https://odileeds.org/blog/2019-06-05-hack-for-impact-yorkshire-our-next-hackathon,aevans:Amy Evans,11,c11-bg
2019-06-06T13:59+0000,Adding geography to your CSV files,https://odileeds.org/blog/2019-06-06-adding-geography-to-your-csv-files,slowe:Stuart Lowe,1;3;6,c6-bg
2019-06-10T15:05+0000,Open data is an attitude,https://odileeds.org/blog/2019-06-10-open-data-is-an-attitude,:Danielle Knight,,c14-bg
2019-06-19T13:53+0000,Open data foundations - building a housing tool,https://odileeds.org/blog/2019-06-19-open-data-foundations-building-a-housing-tool,aevans:Amy Evans;gdring:Giles Dring,1,c10-bg
2019-06-20T10:23+0000,Carbon Dashboard,https://odileeds.org/blog/2019-06-20-carbon-dashboard,plake:Patrick Lake,,c4-bg
2019-06-24T14:20+0000,"HFI: Yorkshire - geographies, data, value",https://odileeds.org/blog/2019-06-24-hfi-yorkshire-geographies-data-value,aevans:Amy Evans;plake:Patrick Lake,11,c7-bg
2019-06-25T15:10+0000,Carbon Dashboard - Making it Happen,https://odileeds.org/blog/2019-06-25-carbon-dashboard-making-it-happen,plake:Patrick Lake,,c4-bg
2019-06-25T10:00+0000,Northern Powergrid become the newest sponsor of ODI Leeds,https://odileeds.org/blog/2019-06-25-northern-powergrid-become-the-newest-sponsor-of-odi-leeds,aevans:Amy Evans,16,c11-bg
